matchid;journee;stade;spectateurs;date;home_team;away_team;home_goal;away_goal;home_possession;away_possession;home_duels_gagnes;away_duel_gagnes;home_duel_aeriens_gagnes;away_duel_aeriens_gagnes;home_interceptions;away_interceptions;home_hors_jeux;away_hors_eux;home_corners_won;away_corners_won;home_passes;away_passes;home_centres;away_centres;home_tirs;away_tirs;home_tirs_cadres;away_tirs_cadres;home_carton_jaune;away_carton_jaune;home_carton_rouge;away_carton_rouge;home_formation;away_formation;date_str;home_win;total_tirs;diff_possession
70850;Journée 10;STADE RAYMOND-KOPA;7970.0;;ANGERS SCO;RC STRASBOURG ALSACE;2;3;54.5;45.5;50,4;49,6;45,5;54,5;10.0;7.0;1.0;3.0;6.0;6.0;524.0;425.0;14.0;26.0;14;15;8;7;1.0;1.0;0.0;0.0;2-2-2-2-2;5-3-2;9 OCTOBRE 2022- 15:00;0;29;9.0
70851;Journée 10;STADE FRANCIS-LE BLÉ;9819.0;;STADE BRESTOIS 29;FC LORIENT;1;2;50.3;49.7;48,2;51,8;31,6;68,4;10.0;15.0;0.0;1.0;7.0;8.0;437.0;445.0;34.0;20.0;11;14;4;5;3.0;1.0;0.0;0.0;2-2-2-2-2;3-2-2-2-1;9 OCTOBRE 2022- 15:00;0;25;0.5999999999999943
70852;Journée 10;STADE GABRIEL-MONTPIED;11119.0;;CLERMONT FOOT 63;AJ AUXERRE;2;1;47.9;52.1;60,2;39,8;58,8;41,2;7.0;12.0;5.0;0.0;4.0;4.0;395.0;431.0;19.0;17.0;10;14;6;5;0.0;0.0;0.0;0.0;3-2-2-2-1;4-1-2-2-1;9 OCTOBRE 2022- 15:00;1;24;-4.200000000000003
70853;Journée 10;DECATHLON ARENA  STADE PIERRE-MAUROY;48527.0;;LOSC LILLE;RC LENS;1;0;45.3;54.7;43,1;56,9;41,7;58,3;13.0;9.0;0.0;2.0;5.0;9.0;366.0;432.0;13.0;20.0;12;10;6;3;3.0;5.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;9 OCTOBRE 2022- 20:45;1;22;-9.400000000000006
70854;Journée 10;GROUPAMA STADIUM;41495.0;;OLYMPIQUE LYONNAIS;TOULOUSE FC;1;1;58.0;42.0;57;43;64;36;7.0;10.0;2.0;1.0;4.0;5.0;556.0;399.0;13.0;14.0;19;5;8;2;2.0;2.0;0.0;0.0;2-2-2-3-1;2-2-1-2-2-1;7 OCTOBRE 2022- 21:00;0;24;16.0
70855;Journée 10;ORANGE VÉLODROME;63312.0;;OLYMPIQUE DE MARSEILLE;AC AJACCIO;1;2;65.2;34.8;50;50;48,6;51,4;16.0;16.0;2.0;1.0;11.0;2.0;547.0;296.0;26.0;11.0;10;6;2;1;0.0;2.0;0.0;0.0;3-2-2-2-1;2-2-2-2-2;8 OCTOBRE 2022- 17:00;0;16;30.400000000000006
70856;Journée 10;STADE DE LA MOSSON ET DU MONDIAL 98;13048.0;;MONTPELLIER HÉRAULT SC;AS MONACO;0;2;50.7;49.3;53,8;46,2;43,5;56,5;14.0;11.0;1.0;0.0;7.0;2.0;411.0;413.0;24.0;16.0;11;11;1;7;2.0;3.0;0.0;0.0;2-2-2-3-1;2-2-2-2-2;9 OCTOBRE 2022- 13:00;0;22;1.4000000000000057
70857;Journée 10;ALLIANZ RIVIERA;18053.0;;OGC NICE;ESTAC TROYES;3;2;60.9;39.1;56,2;43,8;47,6;52,4;7.0;11.0;0.0;0.0;6.0;5.0;615.0;375.0;15.0;24.0;14;17;6;6;1.0;1.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;9 OCTOBRE 2022- 15:00;1;31;21.799999999999997
70858;Journée 10;STADE AUGUSTE-DELAUNE;20543.0;;STADE DE REIMS;PARIS SAINT-GERMAIN;0;0;36.5;63.5;44,6;55,4;46,2;53,8;15.0;8.0;3.0;0.0;7.0;3.0;339.0;613.0;16.0;6.0;24;11;4;3;3.0;5.0;0.0;1.0;3-5-2;2-2-2-3-1;8 OCTOBRE 2022- 21:00;0;35;-27.0
70859;Journée 10;ROAZHON PARK;27844.0;;STADE RENNAIS FC;FC NANTES;3;0;57.8;42.2;48;52;47,4;52,6;5.0;5.0;2.0;3.0;4.0;3.0;474.0;338.0;12.0;17.0;14;8;4;3;1.0;0.0;1.0;0.0;2-2-2-2-2;3-2-2-2-1;9 OCTOBRE 2022- 17:05;1;22;15.599999999999994
70860;Journée 11;STADE DE L'ABBÉ-DESCHAMPS;14125.0;;AJ AUXERRE;OGC NICE;1;1;45.1;54.9;41,5;58,5;39,3;60,7;9.0;17.0;2.0;2.0;2.0;6.0;434.0;538.0;19.0;22.0;11;9;3;2;0.0;0.0;0.0;0.0;2-2-2-3-1;5-3-2;16 OCTOBRE 2022- 15:00;0;20;-9.799999999999997
70861;Journée 11;STADE BOLLAERT-DELELIS;37320.0;;RC LENS;MONTPELLIER HÉRAULT SC;1;0;66.0;34.0;47,1;52,9;65,4;34,6;8.0;13.0;1.0;2.0;4.0;5.0;641.0;324.0;23.0;15.0;17;8;5;1;2.0;2.0;0.0;0.0;3-2-2-2-1;3-2-2-2-1;15 OCTOBRE 2022- 21:00;1;25;32.0
70862;Journée 11;STADE YVES-ALLAINMAT;15776.0;;FC LORIENT;STADE DE REIMS;0;0;48.2;51.8;59,4;40,6;50;50;12.0;14.0;1.0;2.0;2.0;2.0;393.0;419.0;20.0;18.0;10;7;3;2;1.0;2.0;0.0;1.0;2-2-2-3-1;5-3-2;15 OCTOBRE 2022- 17:00;0;17;-3.5999999999999943
70863;Journée 11;STADE LOUIS-II;4241.0;;AS MONACO;CLERMONT FOOT 63;1;1;34.5;65.5;55,7;44,3;54,2;45,8;8.0;10.0;1.0;2.0;3.0;4.0;316.0;600.0;8.0;16.0;6;21;4;7;3.0;4.0;1.0;0.0;2-2-2-2-2;1-2-2-3-2;16 OCTOBRE 2022- 17:05;0;27;-31.0
70864;Journée 11;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;25759.0;;FC NANTES;STADE BRESTOIS 29;4;1;54.2;45.8;51,5;48,5;50;50;11.0;10.0;3.0;0.0;7.0;5.0;427.0;364.0;19.0;19.0;17;11;6;2;0.0;2.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;16 OCTOBRE 2022- 15:00;1;28;8.400000000000006
70865;Journée 11;PARC DES PRINCES;47926.0;;PARIS SAINT-GERMAIN;OLYMPIQUE DE MARSEILLE;1;0;49.7;50.3;55;45;71,4;28,6;5.0;8.0;1.0;0.0;7.0;6.0;517.0;520.0;6.0;14.0;23;18;8;7;1.0;1.0;0.0;1.0;2-2-3-1-2;2-2-2-3-1;16 OCTOBRE 2022- 20:45;1;41;-0.5999999999999943
70866;Journée 11;ROAZHON PARK;28152.0;;STADE RENNAIS FC;OLYMPIQUE LYONNAIS;3;2;40.2;59.8;46,5;53,5;33,3;66,7;14.0;19.0;1.0;3.0;3.0;2.0;392.0;585.0;10.0;14.0;14;7;5;5;2.0;2.0;0.0;0.0;2-2-2-2-2;1-2-2-3-2;16 OCTOBRE 2022- 15:00;1;21;-19.599999999999994
70867;Journée 11;STADE DE LA MEINAU;25313.0;;RC STRASBOURG ALSACE;LOSC LILLE;0;3;42.7;57.3;59,6;40,4;54,2;45,8;19.0;12.0;1.0;3.0;3.0;0.0;416.0;582.0;22.0;4.0;12;10;1;7;3.0;1.0;0.0;0.0;3-5-2;3-2-2-2-1;14 OCTOBRE 2022- 21:00;0;22;-14.599999999999994
70868;Journée 11;STADIUM;21141.0;;TOULOUSE FC;ANGERS SCO;3;2;55.2;44.8;51,5;48,5;57,9;42,1;7.0;10.0;2.0;0.0;2.0;9.0;464.0;367.0;16.0;16.0;14;13;7;6;3.0;2.0;0.0;0.0;2-2-1-2-2-1;3-2-3-2;16 OCTOBRE 2022- 13:00;1;27;10.400000000000006
70869;Journée 11;STADE DE L'AUBE;7731.0;;ESTAC TROYES;AC AJACCIO;1;1;50.2;49.8;44,9;55,1;56,5;43,5;7.0;14.0;6.0;3.0;3.0;5.0;400.0;394.0;16.0;22.0;9;15;2;7;2.0;1.0;0.0;0.0;3-2-2-2-1;2-2-2-2-2;16 OCTOBRE 2022- 15:00;0;24;0.4000000000000057
70870;Journée 12;STADE FRANÇOIS-COTY;9469.0;;AC AJACCIO;PARIS SAINT-GERMAIN;0;3;35.0;65.0;57,1;42,9;50;50;5.0;2.0;0.0;7.0;3.0;8.0;344.0;670.0;22.0;11.0;8;11;1;6;0.0;1.0;0.0;0.0;2-2-2-2-2;1-3-2-2-2;21 OCTOBRE 2022- 21:00;0;19;-30.0
70871;Journée 12;STADE RAYMOND-KOPA;11240.0;;ANGERS SCO;STADE RENNAIS FC;1;2;30.1;69.9;52,4;47,6;47,8;52,2;14.0;6.0;0.0;2.0;5.0;6.0;276.0;670.0;16.0;16.0;7;14;2;5;3.0;1.0;0.0;0.0;3-2-3-2;2-2-2-2-2;23 OCTOBRE 2022- 13:00;0;21;-39.800000000000004
70872;Journée 12;STADE GABRIEL-MONTPIED;10275.0;;CLERMONT FOOT 63;STADE BRESTOIS 29;1;3;62.4;37.6;51,2;48,8;57,1;42,9;11.0;21.0;1.0;0.0;7.0;4.0;583.0;352.0;29.0;14.0;14;19;4;11;4.0;1.0;0.0;0.0;3-2-2-2-1;2-2-1-2-2-1;23 OCTOBRE 2022- 15:00;0;33;24.799999999999997
70873;Journée 12;DECATHLON ARENA  STADE PIERRE-MAUROY;35362.0;;LOSC LILLE;AS MONACO;4;3;59.5;40.5;50;50;36;64;4.0;9.0;3.0;5.0;6.0;6.0;498.0;332.0;8.0;14.0;20;9;7;6;1.0;2.0;0.0;0.0;2-2-2-3-1;2-2-2-2-2;23 OCTOBRE 2022- 20:45;1;29;19.0
70874;Journée 12;ORANGE VÉLODROME;59066.0;;OLYMPIQUE DE MARSEILLE;RC LENS;0;1;56.3;43.7;48,9;51,1;50;50;13.0;13.0;2.0;2.0;7.0;3.0;497.0;391.0;20.0;11.0;13;12;3;4;3.0;3.0;0.0;0.0;3-2-2-2-1;5-3-2;22 OCTOBRE 2022- 21:00;0;25;12.599999999999994
70875;Journée 12;STADE DE LA MOSSON ET DU MONDIAL 98;15339.0;;MONTPELLIER HÉRAULT SC;OLYMPIQUE LYONNAIS;1;2;37.4;62.6;49,5;50,5;37,9;62,1;7.0;8.0;2.0;3.0;4.0;7.0;321.0;532.0;10.0;23.0;10;21;4;10;2.0;2.0;1.0;1.0;2-2-2-3-1;1-2-2-3-2;22 OCTOBRE 2022- 17:00;0;31;-25.200000000000003
70876;Journée 12;ALLIANZ RIVIERA;20166.0;;OGC NICE;FC NANTES;1;1;66.1;33.9;45,1;54,9;47,8;52,2;4.0;14.0;2.0;1.0;7.0;3.0;604.0;300.0;23.0;18.0;11;11;5;4;3.0;2.0;0.0;2.0;3-2-2-2-1;3-2-2-2-1;23 OCTOBRE 2022- 17:05;0;22;32.199999999999996
70877;Journée 12;STADE AUGUSTE-DELAUNE;11411.0;;STADE DE REIMS;AJ AUXERRE;2;1;54.3;45.7;46,6;53,4;43,5;56,5;14.0;25.0;4.0;5.0;8.0;2.0;409.0;352.0;28.0;16.0;19;10;10;2;4.0;0.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;23 OCTOBRE 2022- 15:00;1;29;8.599999999999994
70878;Journée 12;STADIUM;21623.0;;TOULOUSE FC;RC STRASBOURG ALSACE;2;2;48.1;51.9;56;44;72,4;27,6;6.0;7.0;4.0;0.0;6.0;6.0;418.0;450.0;16.0;20.0;17;11;6;5;0.0;1.0;1.0;0.0;2-2-2-3-1;5-3-2;23 OCTOBRE 2022- 15:00;0;28;-3.799999999999997
70879;Journée 12;STADE DE L'AUBE;7975.0;;ESTAC TROYES;FC LORIENT;2;2;42.6;57.4;48,8;51,2;44,4;55,6;11.0;12.0;2.0;2.0;3.0;6.0;390.0;538.0;20.0;17.0;13;20;4;5;2.0;0.0;0.0;0.0;3-2-2-2-1;3-2-2-2-1;23 OCTOBRE 2022- 15:00;0;33;-14.799999999999997
70880;Journée 13;STADE DE L'ABBÉ-DESCHAMPS;15092.0;;AJ AUXERRE;AC AJACCIO;1;0;41.4;58.6;52,4;47,6;46,2;53,8;13.0;10.0;0.0;3.0;5.0;5.0;344.0;482.0;11.0;22.0;18;5;5;1;1.0;1.0;1.0;1.0;2-2-2-2-2;2-2-2-2-2;30 OCTOBRE 2022- 13:00;1;23;-17.200000000000003
70881;Journée 13;STADE FRANCIS-LE BLÉ;11008.0;;STADE BRESTOIS 29;STADE DE REIMS;0;0;51.0;49.0;51,3;48,7;58,6;41,4;13.0;10.0;5.0;2.0;5.0;5.0;415.0;392.0;16.0;18.0;12;11;4;3;1.0;1.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;30 OCTOBRE 2022- 15:00;0;23;2.0
70882;Journée 13;STADE BOLLAERT-DELELIS;37488.0;;RC LENS;TOULOUSE FC;3;0;53.0;47.0;53,5;46,5;63,2;36,8;8.0;10.0;0.0;0.0;6.0;8.0;430.0;378.0;16.0;20.0;13;9;8;0;2.0;1.0;0.0;0.0;3-2-2-2-1;2-2-1-2-2-1;28 OCTOBRE 2022- 21:00;1;22;6.0
70883;Journée 13;STADE YVES-ALLAINMAT;16034.0;;FC LORIENT;OGC NICE;1;2;43.5;56.5;43,7;56,3;66,7;33,3;5.0;15.0;2.0;1.0;8.0;3.0;477.0;620.0;13.0;15.0;14;16;8;5;0.0;1.0;0.0;0.0;2-2-1-4-1;2-2-2-2-2;30 OCTOBRE 2022- 17:05;0;30;-13.0
70884;Journée 13;GROUPAMA STADIUM;55790.0;;OLYMPIQUE LYONNAIS;LOSC LILLE;1;0;44.9;55.1;51,7;48,3;38,5;61,5;20.0;7.0;2.0;1.0;3.0;6.0;440.0;537.0;11.0;15.0;6;15;3;5;3.0;1.0;0.0;0.0;3-5-2;3-2-2-2-1;30 OCTOBRE 2022- 20:45;1;21;-10.200000000000003
70885;Journée 13;STADE LOUIS-II;7069.0;;AS MONACO;ANGERS SCO;2;0;52.2;47.8;48,4;51,6;41,7;58,3;11.0;5.0;1.0;2.0;7.0;0.0;487.0;462.0;27.0;6.0;8;7;5;4;3.0;3.0;0.0;0.0;3-2-2-1-2;3-2-3-2;30 OCTOBRE 2022- 15:00;1;15;4.400000000000006
70886;Journée 13;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;30894.0;;FC NANTES;CLERMONT FOOT 63;1;1;55.0;45.0;44,6;55,4;39,5;60,5;8.0;15.0;0.0;1.0;2.0;2.0;518.0;439.0;31.0;13.0;13;10;4;6;0.0;2.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;30 OCTOBRE 2022- 15:00;0;23;10.0
70887;Journée 13;PARC DES PRINCES;46359.0;;PARIS SAINT-GERMAIN;ESTAC TROYES;4;3;67.1;32.9;54,8;45,2;63,6;36,4;9.0;12.0;2.0;1.0;8.0;4.0;689.0;324.0;10.0;12.0;19;16;11;5;0.0;3.0;0.0;0.0;2-2-1-2-2-1;2-2-2-3-1;29 OCTOBRE 2022- 17:00;1;35;34.199999999999996
70888;Journée 13;ROAZHON PARK;26617.0;;STADE RENNAIS FC;MONTPELLIER HÉRAULT SC;3;0;55.7;44.3;45,7;54,3;47,8;52,2;12.0;11.0;0.0;5.0;3.0;4.0;524.0;409.0;17.0;19.0;14;8;3;3;1.0;2.0;0.0;0.0;2-2-2-2-2;3-2-3-2;30 OCTOBRE 2022- 15:00;1;22;11.400000000000006
70889;Journée 13;STADE DE LA MEINAU;25697.0;;RC STRASBOURG ALSACE;OLYMPIQUE DE MARSEILLE;2;2;50.2;49.8;45,2;54,8;56;44;13.0;14.0;0.0;0.0;3.0;0.0;471.0;476.0;20.0;8.0;12;13;5;5;0.0;2.0;0.0;0.0;3-5-2;2-2-2-3-1;29 OCTOBRE 2022- 21:00;0;25;0.4000000000000057
70890;Journée 14;STADE FRANÇOIS-COTY;7203.0;;AC AJACCIO;RC STRASBOURG ALSACE;4;2;49.1;50.9;47,9;52,1;41,7;58,3;9.0;11.0;1.0;0.0;4.0;3.0;372.0;380.0;17.0;20.0;12;9;7;5;0.0;4.0;1.0;0.0;2-2-2-2-2;2-2-2-3-1;5 NOVEMBRE 2022- 17:00;1;21;-1.7999999999999972
70891;Journée 14;STADE RAYMOND-KOPA;11595.0;;ANGERS SCO;RC LENS;1;2;43.8;56.2;51,9;48,1;56,3;43,8;2.0;7.0;0.0;2.0;3.0;4.0;444.0;561.0;7.0;19.0;6;12;3;4;1.0;2.0;0.0;0.0;3-2-3-2;2-2-2-3-1;5 NOVEMBRE 2022- 21:00;0;18;-12.400000000000006
70892;Journée 14;STADE GABRIEL-MONTPIED;10990.0;;CLERMONT FOOT 63;MONTPELLIER HÉRAULT SC;1;1;53.6;46.4;58,3;41,7;65,8;34,2;10.0;15.0;1.0;1.0;5.0;1.0;399.0;354.0;27.0;12.0;16;7;7;3;1.0;2.0;0.0;0.0;3-2-2-1-2;3-2-3-2;6 NOVEMBRE 2022- 15:00;0;23;7.200000000000003
70893;Journée 14;DECATHLON ARENA  STADE PIERRE-MAUROY;35539.0;;LOSC LILLE;STADE RENNAIS FC;1;1;62.0;38.0;56,6;43,4;55,9;44,1;7.0;5.0;1.0;0.0;6.0;2.0;579.0;358.0;15.0;6.0;19;3;7;2;4.0;1.0;0.0;1.0;2-2-2-3-1;2-2-1-2-2-1;6 NOVEMBRE 2022- 17:05;0;22;24.0
70894;Journée 14;STADE YVES-ALLAINMAT;16778.0;;FC LORIENT;PARIS SAINT-GERMAIN;1;2;41.0;59.0;51,1;48,9;41,2;58,8;7.0;10.0;0.0;0.0;5.0;8.0;404.0;585.0;16.0;24.0;9;15;2;7;1.0;1.0;0.0;0.0;2-2-1-4-1;1-2-2-3-2;6 NOVEMBRE 2022- 13:00;0;24;-18.0
70895;Journée 14;ORANGE VÉLODROME;62975.0;;OLYMPIQUE DE MARSEILLE;OLYMPIQUE LYONNAIS;1;0;46.3;53.7;50;50;46,2;53,8;12.0;10.0;2.0;0.0;6.0;4.0;434.0;519.0;20.0;18.0;6;11;2;4;0.0;1.0;0.0;0.0;3-2-2-2-1;1-2-1-2-2-2;6 NOVEMBRE 2022- 20:45;1;17;-7.400000000000006
70896;Journée 14;ALLIANZ RIVIERA;19035.0;;OGC NICE;STADE BRESTOIS 29;1;0;56.1;43.9;57,1;42,9;47,6;52,4;11.0;14.0;5.0;2.0;2.0;6.0;577.0;436.0;14.0;20.0;14;12;9;2;1.0;1.0;0.0;0.0;2-2-2-2-2;2-2-1-2-2-1;6 NOVEMBRE 2022- 15:00;1;26;12.200000000000003
70897;Journée 14;STADE AUGUSTE-DELAUNE;11477.0;;STADE DE REIMS;FC NANTES;1;0;57.0;43.0;55,7;44,3;54,8;45,2;14.0;20.0;1.0;0.0;10.0;4.0;481.0;367.0;27.0;15.0;22;15;9;5;2.0;2.0;0.0;1.0;2-2-2-3-1;4-1-2-2-1;6 NOVEMBRE 2022- 15:00;1;37;14.0
70898;Journée 14;STADIUM;23005.0;;TOULOUSE FC;AS MONACO;0;2;48.6;51.4;44,2;55,8;53,1;46,9;16.0;21.0;2.0;2.0;7.0;6.0;397.0;422.0;17.0;20.0;13;24;5;10;0.0;1.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;6 NOVEMBRE 2022- 15:00;0;37;-2.799999999999997
70899;Journée 14;STADE DE L'AUBE;12689.0;;ESTAC TROYES;AJ AUXERRE;1;1;50.1;49.9;54,3;45,7;60,9;39,1;7.0;11.0;0.0;2.0;10.0;5.0;484.0;481.0;27.0;25.0;21;13;6;2;2.0;0.0;0.0;0.0;3-2-2-1-2;2-2-2-2-2;4 NOVEMBRE 2022- 21:00;0;34;0.20000000000000284
70900;Journée 15;STADE FRANCIS-LE BLÉ;10462.0;;STADE BRESTOIS 29;ESTAC TROYES;2;1;53.8;46.2;51,1;48,9;52,4;47,6;11.0;10.0;2.0;2.0;5.0;5.0;429.0;372.0;21.0;15.0;15;8;5;2;3.0;2.0;0.0;1.0;2-2-1-2-2-1;2-2-2-3-1;13 NOVEMBRE 2022- 15:00;1;23;7.599999999999994
70901;Journée 15;STADE BOLLAERT-DELELIS;37519.0;;RC LENS;CLERMONT FOOT 63;2;1;61.4;38.6;52,4;47,6;61,5;38,5;11.0;10.0;2.0;3.0;5.0;3.0;508.0;330.0;34.0;9.0;16;5;3;2;1.0;3.0;0.0;0.0;3-2-2-2-1;1-2-2-3-2;12 NOVEMBRE 2022- 17:00;1;21;22.799999999999997
70902;Journée 15;DECATHLON ARENA  STADE PIERRE-MAUROY;36360.0;;LOSC LILLE;ANGERS SCO;1;0;58.4;41.6;43,9;56,1;29,6;70,4;3.0;13.0;2.0;1.0;2.0;6.0;568.0;391.0;8.0;17.0;9;8;4;2;3.0;1.0;1.0;0.0;2-2-2-3-1;3-2-3-2;13 NOVEMBRE 2022- 15:00;1;17;16.799999999999997
70903;Journée 15;GROUPAMA STADIUM;57688.0;;OLYMPIQUE LYONNAIS;OGC NICE;1;1;63.0;37.0;52,6;47,4;65;35;9.0;15.0;0.0;3.0;3.0;4.0;647.0;384.0;21.0;10.0;9;13;3;3;1.0;0.0;0.0;0.0;2-2-1-2-2-1;2-2-2-2-2;11 NOVEMBRE 2022- 21:00;0;22;26.0
70904;Journée 15;STADE LOUIS-II;10631.0;;AS MONACO;OLYMPIQUE DE MARSEILLE;2;3;41.5;58.5;52,6;47,4;65,2;34,8;11.0;10.0;0.0;1.0;5.0;4.0;388.0;563.0;21.0;13.0;11;11;6;3;3.0;1.0;0.0;0.0;2-2-2-3-1;2-2-2-3-1;13 NOVEMBRE 2022- 20:45;0;22;-17.0
70905;Journée 15;STADE DE LA MOSSON ET DU MONDIAL 98;11778.0;;MONTPELLIER HÉRAULT SC;STADE DE REIMS;1;1;49.2;50.8;50;50;47,4;52,6;14.0;22.0;1.0;2.0;11.0;7.0;345.0;378.0;38.0;19.0;16;17;8;4;2.0;2.0;0.0;0.0;3-2-3-2;3-2-2-2-1;13 NOVEMBRE 2022- 15:00;0;33;-1.5999999999999943
70906;Journée 15;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;29407.0;;FC NANTES;AC AJACCIO;2;2;53.0;47.0;54,9;45,1;60;40;4.0;6.0;1.0;2.0;9.0;6.0;385.0;337.0;22.0;23.0;15;13;5;4;3.0;4.0;0.0;0.0;2-2-2-3-1;2-2-2-2-2;13 NOVEMBRE 2022- 15:00;0;28;6.0
70907;Journée 15;PARC DES PRINCES;47926.0;;PARIS SAINT-GERMAIN;AJ AUXERRE;5;0;58.8;41.2;42,9;57,1;56,3;43,8;5.0;11.0;3.0;0.0;3.0;7.0;650.0;446.0;9.0;13.0;9;10;6;3;0.0;0.0;0.0;0.0;2-2-3-1-2;2-2-2-3-1;13 NOVEMBRE 2022- 13:00;1;19;17.599999999999994
70908;Journée 15;ROAZHON PARK;26835.0;;STADE RENNAIS FC;TOULOUSE FC;2;1;46.5;53.5;48,2;51,8;57,1;42,9;14.0;6.0;2.0;4.0;4.0;4.0;429.0;486.0;12.0;19.0;16;10;8;4;0.0;0.0;0.0;0.0;2-2-2-2-2;2-2-1-2-2-1;12 NOVEMBRE 2022- 21:00;1;26;-7.0
70909;Journée 15;STADE DE LA MEINAU;25117.0;;RC STRASBOURG ALSACE;FC LORIENT;1;1;61.1;38.9;55,6;44,4;63,9;36,1;10.0;7.0;2.0;1.0;4.0;2.0;609.0;405.0;40.0;5.0;20;6;4;2;4.0;1.0;0.0;0.0;2-2-2-2-2;4-1-2-2-1;13 NOVEMBRE 2022- 17:05;0;26;22.200000000000003
70910;Journée 16;STADE FRANÇOIS-COTY;7088.0;;AC AJACCIO;ANGERS SCO;1;0;45.7;54.3;36,2;63,8;29,4;70,6;6.0;6.0;2.0;2.0;3.0;5.0;371.0;431.0;13.0;23.0;11;14;3;4;1.0;0.0;0.0;0.0;2-2-2-2-2;3-2-2-2-1;28 DÉCEMBRE 2022- 15:00;1;25;-8.599999999999994
70911;Journée 16;STADE DE L'ABBÉ-DESCHAMPS;16503.0;;AJ AUXERRE;AS MONACO;2;3;37.9;62.1;58,8;41,2;54,5;45,5;14.0;5.0;3.0;2.0;1.0;4.0;342.0;561.0;12.0;17.0;11;6;6;3;1.0;0.0;0.0;0.0;2-2-2-2-1-1;2-2-2-2-2;28 DÉCEMBRE 2022- 17:00;0;17;-24.200000000000003
70912;Journée 16;STADE FRANCIS-LE BLÉ;14601.0;;STADE BRESTOIS 29;OLYMPIQUE LYONNAIS;2;4;42.9;57.1;57,6;42,4;71,4;28,6;9.0;15.0;1.0;0.0;6.0;6.0;343.0;475.0;27.0;16.0;17;17;5;9;2.0;2.0;0.0;0.0;2-2-1-2-2-1;3-2-2-2-1;28 DÉCEMBRE 2022- 21:00;0;34;-14.200000000000003
70913;Journée 16;STADE GABRIEL-MONTPIED;12381.0;;CLERMONT FOOT 63;LOSC LILLE;0;2;42.7;57.3;51,4;48,6;64;36;15.0;10.0;3.0;3.0;3.0;3.0;372.0;519.0;14.0;6.0;9;14;3;3;2.0;2.0;1.0;0.0;3-2-2-2-1;2-2-2-3-1;28 DÉCEMBRE 2022- 19:00;0;23;-14.599999999999994
70914;Journée 16;STADE YVES-ALLAINMAT;15963.0;;FC LORIENT;MONTPELLIER HÉRAULT SC;0;2;47.7;52.3;51,3;48,7;53,3;46,7;15.0;4.0;0.0;2.0;5.0;2.0;443.0;498.0;21.0;13.0;12;14;4;6;3.0;4.0;0.0;0.0;2-2-2-3-1;3-2-2-2-1;29 DÉCEMBRE 2022- 17:00;0;26;-4.599999999999994
70915;Journée 16;ORANGE VÉLODROME;61371.0;;OLYMPIQUE DE MARSEILLE;TOULOUSE FC;6;1;50.8;49.2;50,5;49,5;65,2;34,8;11.0;18.0;0.0;0.0;1.0;6.0;458.0;438.0;10.0;19.0;13;10;7;6;1.0;2.0;0.0;0.0;3-2-2-2-1;2-2-1-2-2-1;29 DÉCEMBRE 2022- 21:00;1;23;1.5999999999999943
70916;Journée 16;ALLIANZ RIVIERA;24205.0;;OGC NICE;RC LENS;0;0;41.0;59.0;49,5;50,5;41,2;58,8;7.0;4.0;2.0;3.0;4.0;6.0;400.0;577.0;9.0;16.0;9;10;5;2;2.0;3.0;0.0;0.0;3-2-2-2-1;2-2-2-3-1;29 DÉCEMBRE 2022- 21:00;0;19;-18.0
70917;Journée 16;PARC DES PRINCES;47926.0;;PARIS SAINT-GERMAIN;RC STRASBOURG ALSACE;2;1;70.9;29.1;41;59;23,1;76,9;3.0;17.0;3.0;0.0;8.0;3.0;765.0;309.0;16.0;11.0;10;12;6;3;2.0;1.0;1.0;0.0;2-2-3-1-2;1-2-1-2-2-2;28 DÉCEMBRE 2022- 21:00;1;22;41.800000000000004
70918;Journée 16;STADE AUGUSTE-DELAUNE;13262.0;;STADE DE REIMS;STADE RENNAIS FC;3;1;33.1;66.9;47,9;52,1;46,7;53,3;10.0;10.0;5.0;3.0;4.0;6.0;287.0;598.0;13.0;20.0;10;11;4;5;2.0;2.0;0.0;0.0;2-2-2-3-1;2-2-1-2-2-1;29 DÉCEMBRE 2022- 19:00;1;21;-33.800000000000004
70919;Journée 16;STADE DE L'AUBE;9043.0;;ESTAC TROYES;FC NANTES;0;0;55.5;44.5;48,4;51,6;34,6;65,4;7.0;15.0;0.0;0.0;4.0;5.0;575.0;447.0;15.0;30.0;6;19;2;5;0.0;2.0;0.0;0.0;2-2-2-3-1;4-1-2-2-1;28 DÉCEMBRE 2022- 15:00;0;25;11.0
